display_id,ad_id,platform,Country,document_id,campaign_id,advertiser_id,confidence_level_x,confidence_level_y,confidence_level
16874594,66758,2,214,1051283,8949,555,0.495,0.0511328084778101,0.48611577749010293
16874594,150083,2,214,1358132,19045,1913,0.495,0.25807781983975603,0.0151026835060183
16874594,162754,2,214,1292723,17770,2391,0.495,0.521232836024426,0.1155971324348348
16874594,170392,2,214,1083829,20943,1731,0.495,0.14356758661574603,0.257377873456787
16874594,172888,2,214,1433954,1384,16,0.495,0.039265696299694876,0.37716789669746353
16874594,180797,2,214,1151028,674,769,0.495,0.13583847552329098,0.28608656441925606
16874595,8846,0,214,21135,1726,24,0.1892229075,0.076861231947498,0.5931000880739375
16874595,30609,0,214,859959,2328,1438,0.20270289600000002,0.0594136935365072,0.0
16874595,143982,0,214,1211785,18371,2447,0.495,0.38313714120011205,0.0140619876377272
16874596,11430,0,214,635693,30,27,0.38622563099999996,0.22238519275570298,0.14147191701200398
16874596,57197,0,214,992442,7618,2372,0.302747148,0.17537686988509804,0.005943057539174813
16874596,132820,0,214,1151829,16248,473,0.2652305535,0.08336794794971959,0.3681134995798938
16874596,153260,0,214,1108162,19476,2241,0.495,0.29955360732034003,0.32089627233402
16874596,173005,0,214,1031141,21149,1703,0.495,0.365898150036542,0.4516659272216523
16874596,288385,0,214,1301965,17295,1701,0.495,0.36538563262057,0.736374189299779
16874596,289122,0,214,1687165,28025,3899,0.191983869,0.0412927322998846,0.0
16874596,289915,0,214,1688648,28060,3899,0.26458091549999996,0.125446700410396,0.0
16874597,137858,0,214,864899,4769,1438,0.367386129,0.15675474142668802,0.759343963114237
16874597,143981,0,214,1211785,18371,2447,0.495,0.38313714120011205,0.0140619876377272
16874597,155945,0,214,1387632,13455,2876,1.0,0.09277430511887196,0.0
16874597,180965,0,214,1451409,21850,2407,0.2980372725,0.035108531259853776,0.0
16874597,182039,0,214,1212231,9588,2447,0.495,0.397082656476052,0.5392313139529915
16874597,285834,0,214,1117317,27878,1218,0.495,0.11051175136271371,0.6812979063303326
16874597,305790,0,214,1396348,28579,2057,0.495,0.029240620010945004,0.2971766674471896
16874597,308836,0,214,1037977,28745,682,0.3068073855,0.0325860292200615,0.239640132831914
16874598,67292,1,214,1043039,8711,1919,0.18370098450000003,0.0853187631022152,0.5460157655003175
16874598,145937,1,214,1060089,18605,1593,0.495,0.24479621271373297,0.203818477105146
16874598,250082,1,214,1618502,26182,2151,0.495,0.265538010182784,0.220850949144822
16874598,335632,1,214,1786069,17873,176,0.18581230799999998,0.0504428600643973,0.569607689682097
16874599,91681,2,38,419768,11867,2585,0.495,0.1735125820407501,0.311298112197772
16874599,163776,2,38,1410349,20527,1378,0.46401978150000006,0.267923681456296,0.27246273948497
16874599,173130,2,38,1302484,21210,2769,0.495,0.192142211585835,0.2357253731546805
16874599,210516,2,38,1533412,24080,3200,0.495,0.266791357309534,0.24697946488447053
16874599,213116,2,38,1486676,24253,2146,0.23485997700000003,0.0825261714559164,0.354037144353519
16874599,296295,2,38,1682326,28311,3481,0.495,0.42664700097970704,0.30668079039406265
16874600,2150,0,214,157091,464,554,0.22446576899999998,0.027458248022653304,0.0
16874600,30682,0,214,437633,1456,1185,0.495,0.191367458008524,0.21027162101164798
16874600,57591,0,214,395267,7708,915,0.495,0.34323742197941304,0.4971025433260323
16874600,70529,0,214,1064126,9408,2176,0.495,0.24606417042519063,0.27095323110061864
16874600,114836,0,214,1184406,10209,102,0.18386339399999999,0.0594115470962577,0.22964912744753
16874600,133050,0,214,757886,10823,1555,0.495,0.09505397415309198,0.2837408198951283
16874601,14082,0,214,699897,1687,603,0.24752791799999999,0.157482713767756,0.849764846316824
16874601,92003,0,214,737859,11938,1028,0.25158815549999997,0.133068814416196,0.0012632238581550801
16874601,118470,0,214,1202385,15099,19,0.495,0.1597147903979369,0.0
16874601,129490,0,214,1060089,9756,1593,0.495,0.24479621271373297,0.203818477105146
16874601,140942,0,214,1183136,18034,102,0.218943846,0.10414743651778201,0.20160603111657602
16874601,190713,0,214,1331178,22650,2426,0.495,0.22086574490544103,0.27475826949919463
16874602,131316,1,214,1225362,16344,2988,0.495,0.23313869128410658,0.504753472922784
16874602,154918,1,214,1382745,173,279,0.302747148,0.02713244676256257,0.302563811355997
16874602,268548,1,214,1377696,26597,555,0.495,0.263319495503145,0.3648454851464717
16874602,269017,1,214,1647612,26949,3718,0.348871446,0.18502967834234302,0.431684557530974
16874602,281563,1,214,1674890,17080,1510,0.4455050985,0.22091884920035396,0.8465363293065609
16874603,44460,1,38,944343,6200,83,0.47457639900000004,0.0910904915401014,0.3689289235545374
16874603,140423,1,38,1319801,17970,2182,0.495,0.1569101475456356,0.2771373648616363
16874603,156050,1,38,1387776,19818,1752,0.4039282665,0.17470375591594403,0.5565416357221821
16874603,163139,1,38,1360929,20430,3351,0.495,0.24975397323395815,0.2484362775423485
16874604,83804,0,214,1098038,10916,295,0.2223544455,0.123856037368196,0.598007348346289
16874604,129490,0,214,1060089,9756,1593,0.495,0.24479621271373297,0.203818477105146
16874604,145797,0,214,1331724,18322,1378,0.495,0.0863378941543977,0.3115008041385126
16874604,149047,0,214,1169985,16636,380,0.43641016650000003,0.259885506740803,0.26826581931682897
16874604,167029,0,214,1341303,18579,1378,0.495,0.45728947544229204,0.4611075900529289
16874604,169925,0,214,676927,20877,566,1.0,0.011915351564816474,0.528456956567695
16874604,240836,0,214,747296,25854,1809,0.495,0.40925186387779705,0.3252806204183833
16874604,254294,0,214,1624433,26344,1378,0.42731523450000003,0.24280833039745997,0.2598892348706025
16874604,308610,0,214,1712989,2668,580,0.495,0.23978211856301435,0.4018329672689216
16874605,40526,0,214,500812,5709,901,0.495,0.46119125209214,0.7089346682529606
16874605,240836,0,214,747296,25854,1809,0.495,0.40925186387779705,0.3252806204183833
16874605,257544,0,214,1556282,26491,3190,0.223816131,0.0594137804023514,0.0
16874606,158632,1,214,1086095,13005,1570,0.452488707,0.259673520171615,0.7572593436006351
16874606,163113,1,214,1409140,20398,2862,0.495,0.046782494231256674,0.26856018395234904
16874606,267702,1,214,1645168,26896,1684,0.495,0.09325873104245982,0.28662265879179877
16874606,303990,1,214,1432395,28527,1656,0.3785923845,0.19142423694972002,0.23957893460037802
16874607,130833,1,214,1260980,16808,1813,0.37047190950000003,0.170188854036621,0.253982616145064
16874607,162992,1,214,1182296,20413,1031,0.495,0.30388286860066405,0.3019088319503947
16874607,165659,1,214,1324377,20601,3037,0.495,0.03654664907217076,0.23251379232527503
16874607,242759,1,214,1576084,25925,3570,0.495,0.06556437833235011,0.0
16874608,205361,1,38,987071,23700,1913,0.495,0.15814397294193255,0.2272303262707275
16874608,230754,1,38,1130922,25027,2747,0.492766263,0.26174073988289603,0.201866920516892
16874608,231159,1,38,971319,25325,2151,0.495,0.23199378992091851,0.2554764981308685
16874608,234107,1,38,1585630,25460,2980,0.495,0.286160506432586,0.38337756282509144
16874609,34008,0,214,872661,4979,1624,0.4760380845,0.22473611786131098,0.0
16874609,99515,0,214,1148003,12978,1676,0.495,0.15617999529437168,0.25523160453970484
16874609,163664,0,214,1218459,17315,1650,0.2454165945,0.0843802332839469,0.0
16874609,249769,0,214,1312634,26168,2804,0.495,0.210129016493896,0.27692074205804673
16874609,259370,0,214,1109881,26619,3829,0.495,0.37690358447633,0.21535065649405552
16874609,281183,0,214,1522802,24152,1650,0.258571764,0.103470912308489,0.713633160374121
16874610,46160,0,214,959323,6405,2169,0.495,0.363628176085866,0.302965951594627
16874610,52856,0,214,977698,7045,2178,0.495,0.0126459754243521,0.4943684068451423
16874610,114836,0,214,1184406,10209,102,0.18386339399999999,0.0594115470962577,0.22964912744753
16874610,139682,0,214,826636,17910,1672,0.18467544149999998,0.0319428624540178,0.210209655808711
16874610,154580,0,214,1381560,19670,1378,0.495,0.15142200334490305,0.29225126916126476
